,LEFT_NAME,RIGHT_NAME,M1_CONTENT,M2_CONTENT,TRUE_DISTANCE_MENTION,M1_TYPE,M1_GP,M1_GENRE,M1_NB,M1_EN,M2_TYPE,M2_GP,M2_GENRE,M2_NB,M2_EN,ID_FORM,ID_SUBFORM,ID_EN,ID_GP,ID_GENRE,ID_NB,ID_PREV,ID_NEXT,ID_SPK,ID_TYPE,EMBEDDED,INCL_RATE,COM_RATE,DISTANCE_MENTION,DISTANCE_WORD,DISTANCE_CHAR
103,167,170,Les lettres,« Ballooning Adventures »,2,0,1,1,1,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,3,6
104,268,271,le rideau,quelques tables,2,0,1,0,0,8,0,0,1,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,3,5
105,370,374,"quelques randonneurs , courageux ou inconscients ,",la pluie cinglante,3,0,1,0,1,8,0,0,1,0,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,3,6
106,228,230,qui,l' année,1,1,1,2,2,8,0,0,2,2,8,1,1,0,1,2,2,2,2,2,1,1,0,0,0,2,5
107,205,210,le lieu de départ,la poste terrestre,4,0,0,0,0,8,0,1,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,2,4,6
108,208,210,l' atterrissage,la poste terrestre,1,0,0,2,2,8,0,1,1,0,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,3,5
109,375,379,les jeans gorgés,l' or du Ballon,3,0,0,2,1,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,4,6
110,379,382,l' or du Ballon,"Thierry Jeanroy ,",2,0,0,2,2,8,2,1,0,0,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,1,3
111,221,225,« Ballooning Adventure,ses nouveaux locaux,3,2,0,2,2,8,0,0,0,1,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,6
112,243,248,aux hauteurs,cette pluie,4,0,0,0,1,8,0,0,1,0,8,1,1,0,0,1,1,2,2,2,0,1,0,0,2,3,5
113,370,371,"quelques randonneurs , courageux ou inconscients ,",la ferme-auberge du Ballon,0,0,1,0,1,8,2,0,1,0,8,1,1,0,1,1,1,2,2,2,2,1,0,0,0,2,4
114,110,112,gaz,un morceau de bois,1,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,3,5
115,20,24,le jeune homme,"colère ,",3,0,1,0,0,8,0,0,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,1,2,4
116,105,107,Menoncourt,la Toussaint 2001,1,2,0,0,0,0,2,0,0,0,8,1,1,1,0,0,0,2,2,2,2,1,0,0,0,2,4
117,222,226,« Ballooning Adventure »,"ses nouveaux locaux ,",3,2,0,2,2,8,0,1,0,1,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,3,5
118,262,266,la Chaumière,souvenirs des démineurs,3,2,1,1,0,8,0,0,0,1,8,1,1,0,1,1,1,2,2,2,2,1,0,0,1,2,4
119,353,354,au ciel,cela,0,0,0,0,0,8,1,1,2,0,8,1,1,0,1,2,0,2,2,2,1,1,0,0,0,3,5
120,270,271,du sommet,quelques tables,0,0,0,0,0,8,0,0,1,1,8,1,1,0,0,1,1,2,2,2,0,1,0,0,0,2,4
121,6,11,le principe d' une altération du discernement,le praticien,4,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,1,1,2,3,6
122,150,155,le tribunal,Trois mille cartes de voeux,4,0,0,0,0,8,0,0,1,1,8,1,1,0,0,1,1,2,2,2,0,1,0,0,2,4,6
123,226,227,"ses nouveaux locaux ,",2002,0,0,1,0,1,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,0,1,3
124,85,90,le 13 novembre dernier,le 1er novembre 2001,4,2,1,2,2,8,2,1,2,2,8,1,1,0,0,2,2,2,2,2,2,1,1,3,2,4,6
125,182,184,un cachet postal spécial,courrier transporté par montgolfière,1,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,2,4
126,40,43,charge médicale,le tribunal condamne Franck,2,0,0,1,0,8,2,0,2,0,8,1,1,0,0,2,0,2,2,2,2,1,0,0,1,2,4
127,315,317,Le Langenberg,un temps pareil,1,2,1,0,0,8,0,0,0,0,8,1,1,0,1,0,0,2,2,2,2,1,0,0,0,3,6
128,154,155,des psychotropes,Trois mille cartes de voeux,0,0,1,1,1,8,0,0,1,1,8,1,1,0,1,0,0,2,2,2,0,1,0,0,0,1,3
129,327,331,en,nous,3,2,1,2,2,8,1,1,2,1,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,4,6
130,101,104,la RN 83,la commune de Menoncourt,2,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,1,2,1,2,4
131,297,300,les températures,la présence des touristes,2,0,1,1,1,8,0,0,1,0,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,4,7
132,257,259,l' auberge du Ballon,mi-janvier,1,0,0,2,2,8,0,0,0,0,8,1,1,0,0,2,2,2,2,2,0,1,0,0,0,2,4
133,266,271,souvenirs des démineurs,quelques tables,4,0,0,0,1,8,0,0,1,1,8,1,1,0,0,1,0,2,2,2,0,1,0,0,2,3,6
134,230,233,l' année,un atelier,2,0,0,2,2,8,0,0,0,0,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,3,5
135,60,65,il,cette fascination,4,1,0,0,0,8,0,1,1,0,8,1,1,0,1,1,0,2,2,2,1,1,0,0,2,4,6
136,96,98,Total,aux Errues,1,2,1,2,2,1,2,0,2,2,8,1,1,1,1,2,2,2,2,2,2,1,0,0,0,1,4
137,149,154,il,des psychotropes,4,1,1,0,0,8,0,1,1,1,8,1,1,0,0,1,1,2,2,2,1,1,0,0,2,4,6
138,69,74,fascination,"la tombe de mon frère ,",4,0,0,1,0,8,2,0,2,0,8,1,1,0,0,2,0,2,2,2,2,1,0,0,2,4,6
139,231,234,qui,un club-house,2,1,1,2,2,8,0,1,0,0,8,1,1,0,0,2,2,2,2,2,1,1,0,0,1,3,5
140,375,378,les jeans gorgés,c',2,0,0,2,1,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,1,3,5
141,45,48,deux mois de prison,mise à l' épreuve,2,0,0,0,1,8,0,0,1,0,8,1,1,0,0,1,1,2,2,2,0,1,0,0,1,2,4
142,377,381,Le soleil,Thierry Jeanroy,3,0,0,0,0,8,2,1,0,0,2,1,1,1,1,0,0,2,2,2,2,1,0,0,1,3,5
143,5,6,l' expert,le principe d' une altération du discernement,0,0,1,2,2,8,0,0,0,0,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,1,3
144,342,346,on,chaque groupe,3,1,1,2,0,8,0,0,0,0,8,1,1,0,1,2,0,2,2,2,1,1,0,0,1,4,6
145,314,318,des nouveaux arrivants,on,3,0,0,0,1,8,1,1,2,0,8,1,1,0,1,2,1,2,2,2,1,1,0,0,1,4,6
146,283,288,le Nouvel An,"la Gentiane , fidèle au poste",4,0,1,2,2,8,2,0,1,0,8,1,1,0,1,2,2,2,2,2,2,1,0,0,2,3,5
147,187,191,les nouveaux locaux de l' association,Lachapelle-sous-Chaux,3,0,0,0,1,8,0,0,0,1,3,1,1,1,0,0,0,2,2,2,0,1,0,0,1,3,5
148,14,19,du prévenu,octobre 2001,4,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,2,4,6
149,376,381,eau,Thierry Jeanroy,4,0,1,1,0,8,2,1,0,0,2,1,1,1,0,1,0,2,2,2,2,1,0,0,2,4,6
150,334,336,où,la bougie,1,1,1,2,2,8,0,0,1,0,8,1,1,0,1,2,2,2,2,2,1,1,0,0,0,2,4
151,28,33,Me Schneider,sa détresse .,4,0,0,0,0,2,0,1,1,0,8,1,1,1,1,1,0,2,2,2,0,1,0,0,2,4,6
152,36,40,de manière urgente,charge médicale,3,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,2,4
153,279,283,"des Redoutes , Nordistes et Parisiens",le Nouvel An,3,2,0,2,2,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,1,4
154,71,73,la Toussaint,la tombe de mon frère,1,2,0,0,0,8,2,0,2,0,8,1,1,0,0,2,0,2,2,2,2,1,1,2,0,2,5
155,8,11,du discernement,le praticien,2,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,3,6
156,274,279,le 31,"des Redoutes , Nordistes et Parisiens",4,2,1,2,2,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,2,4,5
157,319,323,un trait,VTT,3,0,1,0,0,8,0,1,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
158,77,81,qui,m',3,1,1,2,2,8,0,1,0,2,8,1,1,0,0,2,2,2,2,2,1,1,0,0,1,4,6
159,296,300,son journal,la présence des touristes,3,0,0,0,0,8,0,0,1,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,4,7
160,388,391,Territoire de Belfort,On,2,0,0,2,0,0,1,1,0,0,8,1,1,1,1,2,0,2,2,2,1,1,0,0,1,1,3
161,219,224,les cartes,l' occasion,4,0,1,1,1,8,0,1,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,2,4,6
162,241,246,quelques Belges et Hollandais,« Le seul point positif,4,0,1,0,1,8,2,1,2,2,8,1,1,0,0,2,2,2,2,2,2,1,0,0,2,3,5
163,144,147,sciences,maladie,2,0,0,1,1,8,0,1,1,0,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,3,5
164,2,4,L' expertise psychiatrique ordonnée judiciairement,Menoncourt,1,0,1,2,2,8,2,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2,5
165,331,334,nous,où,2,1,1,2,1,8,1,1,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,2,5
166,199,203,plusieurs centaines de personnes,voeux,3,0,0,1,1,8,0,0,0,1,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,3,5
167,86,90,le tribunal correctionnel de Belfort,le 1er novembre 2001,3,0,0,0,0,8,2,1,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,1,1,4,6
168,229,233,au cours de l' année,un atelier,3,0,0,0,2,8,0,0,0,0,8,1,1,0,0,0,2,2,2,2,0,1,0,0,1,3,5
169,77,82,qui,des cauchemars,4,1,1,2,2,8,0,1,0,1,8,1,1,0,0,2,2,2,2,2,1,1,0,0,2,4,6
170,327,332,en,un chalet en bois,4,2,1,2,2,8,0,0,0,0,8,1,0,0,1,2,2,2,2,2,2,1,5,2,2,4,6
171,32,37,sa détresse,manière urgente,4,0,1,1,0,8,0,0,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,2,3,5
172,209,214,au hasard,qui,4,0,0,0,0,8,1,1,2,2,8,1,1,0,1,2,2,2,2,2,1,1,0,0,2,4,6
173,286,291,ski,bois,4,2,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,2,1,0,0,2,3,5
174,193,195,les décollages du Nouvel An,L' animation,1,0,0,0,1,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,2,4
175,221,224,« Ballooning Adventure,l' occasion,2,2,0,2,2,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,3,5
176,72,75,Nous,mon frère,2,1,1,2,1,8,0,0,0,0,8,1,1,0,1,2,1,2,2,2,1,1,0,0,1,2,5
177,223,227,l' envol philatélique,2002,3,0,1,2,2,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,3,6
178,44,49,Franck,l' épreuve,4,2,1,0,0,2,0,0,2,2,8,1,1,1,1,2,2,2,2,2,2,1,0,0,2,3,5
179,321,326,raquette,Nous,4,0,0,1,0,8,1,1,2,1,8,1,1,0,1,2,1,2,2,2,1,1,0,0,2,4,6
180,340,341,Les gens,des grillades,0,0,1,0,1,8,0,1,1,1,8,1,1,0,0,1,0,2,2,2,0,1,0,0,0,1,3
